学号,姓名,楼群,楼号,楼层,宿舍号,性别,是否有车
121062022174,袁萍,桃苑,5,4,417,女,有
121042022044,冉瑞,桃苑,5,4,418,女,有
121042022083,朱兰英,桃苑,5,4,418,女,没有
121042022097,王春梅,桃苑,5,4,418,女,没有
121042022117,张萍,桃苑,5,4,418,女,有
121032022089,李玉,桃苑,5,4,419,女,没有
121032022194,蔡玉英,桃苑,5,4,419,女,有
121032022067,胡玲,桃苑,5,4,419,女,没有
121032022131,马勇,桃苑,5,4,419,女,没有
121042022073,郭帆,桃苑,5,4,420,女,有
121042022164,阎磊,桃苑,5,4,420,女,有
121042022169,田淑兰,桃苑,5,4,420,女,没有
121042022184,夏丽丽,桃苑,5,4,420,女,没有
121062022135,谢婷婷,桃苑,5,4,421,女,没有
121062022060,张慧,桃苑,5,4,421,女,有
121062022009,周玉梅,桃苑,5,4,421,女,没有
121062022132,康秀荣,桃苑,5,4,421,女,有
121032022048,高鑫,桃苑,5,4,422,女,没有
121032022083,郑建军,桃苑,5,4,422,女,没有
121032022163,王小红,桃苑,5,4,422,女,有
121032022124,欧兵,桃苑,5,4,422,女,有
121002022185,孙玉英,桃苑,5,4,423,女,没有
121002022008,吴兰英,桃苑,5,4,423,女,有
121002022180,梁淑英,桃苑,5,4,423,女,有
121002022132,胡亮,桃苑,5,4,423,女,有
121002022172,雷桂香,桃苑,5,4,424,女,没有
121002022050,徐坤,桃苑,5,4,424,女,有
121002022021,洪龙,桃苑,5,4,424,女,没有
121002022068,刘强,桃苑,5,4,424,女,有
114062019002,胡桂花,桃苑,6,1,101,男,有
114062019143,周芳,桃苑,6,1,101,男,有
114062019130,何瑞,桃苑,6,1,101,男,有
114062019079,朱春梅,桃苑,6,1,101,男,没有
114012019097,王琳,桃苑,6,1,102,男,有
114012019187,林兰英,桃苑,6,1,102,男,没有
114012019197,郭玉英,桃苑,6,1,102,男,有
114012019097,林金凤,桃苑,6,1,102,男,没有
114062019127,张敏,桃苑,6,1,103,男,没有
114062019111,潘龙,桃苑,6,1,103,男,有
114062019063,孙秀梅,桃苑,6,1,103,男,没有
114062019153,李华,桃苑,6,1,103,男,没有
114032019148,钟红梅,桃苑,6,1,104,男,有
114032019164,张彬,桃苑,6,1,104,男,有
114032019098,成畅,桃苑,6,1,104,男,没有
114032019143,尹想,桃苑,6,1,104,男,没有
114052019068,房桂兰,桃苑,6,1,105,男,没有
114052019155,唐飞,桃苑,6,1,105,男,没有
114052019198,高雷,桃苑,6,1,105,男,有
114052019121,李平,桃苑,6,1,105,男,有
114062019145,罗浩,桃苑,6,1,106,男,有
114062019081,梁飞,桃苑,6,1,106,男,没有
114062019030,陈瑜,桃苑,6,1,106,男,有
114062019122,孙建平,桃苑,6,1,106,男,没有
114062019136,罗桂兰,桃苑,6,1,107,男,没有
114062019178,王桂荣,桃苑,6,1,107,男,有
114062019086,甘想,桃苑,6,1,107,男,有
114062019093,鞠帅,桃苑,6,1,107,男,有
114092019059,苏红,桃苑,6,1,108,男,没有
114092019154,张秀兰,桃苑,6,1,108,男,没有
114092019008,韩荣,桃苑,6,1,108,男,没有
114092019195,黄文,桃苑,6,1,108,男,没有
114052019090,阮琴,桃苑,6,1,109,男,没有
114052019087,孙雪,桃苑,6,1,109,男,没有
114052019144,罗平,桃苑,6,1,109,男,没有
114052019192,高瑞,桃苑,6,1,109,男,有
114002019037,徐倩,桃苑,6,1,110,男,有
114002019010,郭璐,桃苑,6,1,110,男,没有
114002019091,常峰,桃苑,6,1,110,男,有
114002019002,李华,桃苑,6,1,110,男,没有
114052019101,聂桂兰,桃苑,6,1,111,男,没有
114052019111,田秀英,桃苑,6,1,111,男,没有
114052019034,范勇,桃苑,6,1,111,男,有
114052019164,杨宇,桃苑,6,1,111,男,没有
114082019012,任金凤,桃苑,6,1,112,男,有
114082019090,庄建平,桃苑,6,1,112,男,有
114082019184,蒋建华,桃苑,6,1,112,男,有
114082019007,张坤,桃苑,6,1,112,男,有
114012019116,陈凤英,桃苑,6,1,113,男,有
114012019083,鞠丽娟,桃苑,6,1,113,男,没有
114012019136,顾艳,桃苑,6,1,113,男,没有
114012019034,覃柳,桃苑,6,1,113,男,有
114042019069,刘桂花,桃苑,6,1,114,男,没有
114042019161,邱鑫,桃苑,6,1,114,男,没有
114042019117,邓健,桃苑,6,1,114,男,有
114042019186,高秀云,桃苑,6,1,114,男,有
114002019040,曹丹,桃苑,6,1,115,男,有
114002019109,林丽丽,桃苑,6,1,115,男,没有
114002019073,郑博,桃苑,6,1,115,男,有
114002019177,刘春梅,桃苑,6,1,115,男,有
114092019181,杨涛,桃苑,6,1,116,男,有
114092019119,刘慧,桃苑,6,1,116,男,有
114092019125,申静,桃苑,6,1,116,男,有
114092019026,杨建国,桃苑,6,1,116,男,有
114092019182,张金凤,桃苑,6,1,117,男,没有
114092019078,刘阳,桃苑,6,1,117,男,没有
114092019126,徐明,桃苑,6,1,117,男,没有
114092019050,陈瑞,桃苑,6,1,117,男,没有
114002019102,罗凯,桃苑,6,1,118,男,没有
114002019038,刘鹏,桃苑,6,1,118,男,有
114002019077,孙明,桃苑,6,1,118,男,有
114002019083,涂辉,桃苑,6,1,118,男,没有
114042019083,高红霞,桃苑,6,1,119,男,没有
114042019127,吴燕,桃苑,6,1,119,男,没有
114042019131,陈想,桃苑,6,1,119,男,没有
114042019129,陈伟,桃苑,6,1,119,男,没有
114012019097,郑秀荣,桃苑,6,1,120,男,没有
114012019194,刘秀梅,桃苑,6,1,120,男,有
114012019127,牟宇,桃苑,6,1,120,男,有
114012019133,沈海燕,桃苑,6,1,120,男,没有
114042019062,张平,桃苑,6,1,121,男,有
114042019120,王建国,桃苑,6,1,121,男,没有
114042019013,李敏,桃苑,6,1,121,男,没有
114042019193,李桂香,桃苑,6,1,121,男,有
114022019038,吴成,桃苑,6,1,122,男,没有
114022019015,李冬梅,桃苑,6,1,122,男,没有
114022019062,段桂荣,桃苑,6,1,122,男,没有
114022019044,陈琳,桃苑,6,1,122,男,没有
114062019111,李雪梅,桃苑,6,1,123,男,没有
114062019084,苟萍,桃苑,6,1,123,男,有
114062019139,李桂珍,桃苑,6,1,123,男,有
114062019034,李凤兰,桃苑,6,1,123,男,有
114012019093,李岩,桃苑,6,1,124,男,有
114012019148,赵小红,桃苑,6,1,124,男,有
114012019008,陈利,桃苑,6,1,124,男,没有
114012019016,张丹丹,桃苑,6,1,124,男,没有
114022019082,王丽娟,桃苑,6,2,201,男,有
114022019152,孙桂兰,桃苑,6,2,201,男,有
114022019175,黄洁,桃苑,6,2,201,男,没有
114022019136,张桂荣,桃苑,6,2,201,男,没有
114052019134,许秀兰,桃苑,6,2,202,男,有
114052019140,王秀芳,桃苑,6,2,202,男,有
114052019170,李玉梅,桃苑,6,2,202,男,没有
114052019134,周辉,桃苑,6,2,202,男,有
114032019015,谢淑珍,桃苑,6,2,203,男,没有
114032019006,王建平,桃苑,6,2,203,男,没有
114032019006,唐佳,桃苑,6,2,203,男,有
114032019181,阮亮,桃苑,6,2,203,男,有
114082019122,陈雷,桃苑,6,2,204,男,有
114082019128,姜燕,桃苑,6,2,204,男,没有
114082019159,陈冬梅,桃苑,6,2,204,男,没有
114082019061,郑萍,桃苑,6,2,204,男,没有
114072019103,陈建军,桃苑,6,2,205,男,有
114072019093,王俊,桃苑,6,2,205,男,有
114072019091,曾雪,桃苑,6,2,205,男,没有
114072019106,孙欣,桃苑,6,2,205,男,没有
114102019030,王春梅,桃苑,6,2,206,男,有
114102019025,张红,桃苑,6,2,206,男,有
114102019039,任丹,桃苑,6,2,206,男,有
114102019172,董琳,桃苑,6,2,206,男,有
114002019150,詹洁,桃苑,6,2,207,男,没有
114002019142,丁凯,桃苑,6,2,207,男,没有
114002019200,李洋,桃苑,6,2,207,男,没有
114002019139,张丽娟,桃苑,6,2,207,男,有
114082019058,曾淑珍,桃苑,6,2,208,男,有
114082019007,卢小红,桃苑,6,2,208,男,有
114082019049,王瑜,桃苑,6,2,208,男,有
114082019078,钟桂珍,桃苑,6,2,208,男,有
114082019177,黄静,桃苑,6,2,209,男,有
114082019003,赵淑英,桃苑,6,2,209,男,有
114082019049,周淑兰,桃苑,6,2,209,男,有
114082019031,汪桂英,桃苑,6,2,209,男,没有
114042019123,庞丽丽,桃苑,6,2,210,男,有
114042019053,薛杰,桃苑,6,2,210,男,有
114042019127,苏敏,桃苑,6,2,210,男,没有
114042019109,张玉华,桃苑,6,2,210,男,没有
114082019034,艾玉珍,桃苑,6,2,211,男,没有
114082019121,虞春梅,桃苑,6,2,211,男,没有
114082019006,高桂荣,桃苑,6,2,211,男,有
114082019051,郑飞,桃苑,6,2,211,男,没有
114032019081,朱建军,桃苑,6,2,212,男,有
114032019129,范健,桃苑,6,2,212,男,有
114032019082,何瑜,桃苑,6,2,212,男,有
114032019116,郑磊,桃苑,6,2,212,男,没有
114062019016,盛秀华,桃苑,6,2,213,男,没有
114062019122,张健,桃苑,6,2,213,男,有
114062019132,李淑英,桃苑,6,2,213,男,有
114062019036,李淑华,桃苑,6,2,213,男,没有
114052019056,刘瑞,桃苑,6,2,214,男,没有
114052019092,冯娟,桃苑,6,2,214,男,没有
114052019034,何鑫,桃苑,6,2,214,男,没有
114052019085,王瑜,桃苑,6,2,214,男,有
114102019065,司玉梅,桃苑,6,2,215,男,有
114102019195,崔丹丹,桃苑,6,2,215,男,有
114102019123,赵杨,桃苑,6,2,215,男,没有
114102019117,李艳,桃苑,6,2,215,男,有
114042019057,张帆,桃苑,6,2,216,男,没有
114042019050,张楠,桃苑,6,2,216,男,有
114042019028,王平,桃苑,6,2,216,男,没有
114042019018,王慧,桃苑,6,2,216,男,没有
114092019151,方林,桃苑,6,2,217,男,没有
114092019047,潘瑜,桃苑,6,2,217,男,有
114092019037,赵涛,桃苑,6,2,217,男,有
114092019200,邹玲,桃苑,6,2,217,男,有
114002019186,陈秀荣,桃苑,6,2,218,男,没有
114002019117,赵莹,桃苑,6,2,218,男,没有
114002019141,谢勇,桃苑,6,2,218,男,没有
114002019143,刘建,桃苑,6,2,218,男,有
114072019136,黄鑫,桃苑,6,2,219,男,没有
114072019064,韦刚,桃苑,6,2,219,男,没有
114072019103,谢丽,桃苑,6,2,219,男,没有
114072019023,王秀芳,桃苑,6,2,219,男,没有
114042019048,吴博,桃苑,6,2,220,男,没有
114042019189,兰丽丽,桃苑,6,2,220,男,没有
114042019195,张丽华,桃苑,6,2,220,男,有
114042019171,李倩,桃苑,6,2,220,男,没有
114022019181,刘旭,桃苑,6,2,221,男,有
114022019039,蔡梅,桃苑,6,2,221,男,有
114022019084,李楠,桃苑,6,2,221,男,有
114022019148,傅柳,桃苑,6,2,221,男,有
114042019057,郭宁,桃苑,6,2,222,男,有
114042019106,李秀梅,桃苑,6,2,222,男,没有
114042019178,金磊,桃苑,6,2,222,男,有
114042019101,姚海燕,桃苑,6,2,222,男,没有
114072019072,曾宁,桃苑,6,2,223,男,没有
114072019124,周秀兰,桃苑,6,2,223,男,没有
114072019112,崔春梅,桃苑,6,2,223,男,没有
114072019197,周文,桃苑,6,2,223,男,没有
114012019029,朱帆,桃苑,6,2,224,男,有
114012019105,李斌,桃苑,6,2,224,男,没有
114012019144,王秀华,桃苑,6,2,224,男,没有
114012019097,李淑英,桃苑,6,2,224,男,有
114022022050,虞秀兰,桃苑,6,3,301,女,没有
114022022092,吴雪,桃苑,6,3,301,女,没有
114022022191,卢建华,桃苑,6,3,301,女,有
114022022002,吴娟,桃苑,6,3,301,女,没有
114022022179,徐芳,桃苑,6,3,302,女,有
114022022050,黄华,桃苑,6,3,302,女,没有
114022022014,张文,桃苑,6,3,302,女,没有
114022022118,郭岩,桃苑,6,3,302,女,有
114092022072,陈玉兰,桃苑,6,3,303,女,有
114092022196,鲁英,桃苑,6,3,303,女,没有
114092022127,赵凯,桃苑,6,3,303,女,有
114092022197,郝玉英,桃苑,6,3,303,女,有
114012022054,许莹,桃苑,6,3,304,女,有
114012022002,陆伟,桃苑,6,3,304,女,有
114012022178,罗英,桃苑,6,3,304,女,没有
114012022021,罗玉,桃苑,6,3,304,女,有
114002022111,刘慧,桃苑,6,3,305,女,有
114002022114,刘秀云,桃苑,6,3,305,女,有
114002022099,金淑珍,桃苑,6,3,305,女,有
114002022120,陈俊,桃苑,6,3,305,女,有
114092022102,刘利,桃苑,6,3,306,女,有
114092022122,黄华,桃苑,6,3,306,女,有
114092022147,杨玉珍,桃苑,6,3,306,女,有
114092022200,彭凤兰,桃苑,6,3,306,女,有
114032022141,张建国,桃苑,6,3,307,女,有
114032022187,刘晨,桃苑,6,3,307,女,有
114032022085,傅莹,桃苑,6,3,307,女,有
114032022142,兰淑珍,桃苑,6,3,307,女,有
114042022102,梁丹丹,桃苑,6,3,308,女,有
114042022041,阎林,桃苑,6,3,308,女,没有
114042022077,温利,桃苑,6,3,308,女,没有
114042022021,孙淑兰,桃苑,6,3,308,女,没有
114102022052,李龙,桃苑,6,3,309,女,有
114102022013,位婷,桃苑,6,3,309,女,有
114102022162,谢雷,桃苑,6,3,309,女,有
114102022117,彭畅,桃苑,6,3,309,女,没有
114072022064,刘琴,桃苑,6,3,310,女,有
114072022174,俞秀兰,桃苑,6,3,310,女,没有
114072022139,刘婷婷,桃苑,6,3,310,女,有
114072022055,陈红梅,桃苑,6,3,310,女,有
114082022160,张敏,桃苑,6,3,311,女,没有
114082022058,郑龙,桃苑,6,3,311,女,没有
114082022029,吴颖,桃苑,6,3,311,女,有
114082022146,薛璐,桃苑,6,3,311,女,没有
114002022197,张建平,桃苑,6,3,312,女,没有
114002022040,王莹,桃苑,6,3,312,女,有
114002022026,孙岩,桃苑,6,3,312,女,没有
114002022081,胡燕,桃苑,6,3,312,女,有
114032022067,卜坤,桃苑,6,3,313,女,有
114032022109,陈柳,桃苑,6,3,313,女,有
114032022021,陶荣,桃苑,6,3,313,女,没有
114032022114,金莉,桃苑,6,3,313,女,没有
114042022188,王秀英,桃苑,6,3,314,女,有
114042022098,刘丹丹,桃苑,6,3,314,女,有
114042022139,杨霞,桃苑,6,3,314,女,有
114042022058,吴东,桃苑,6,3,314,女,没有
114092022194,杨洋,桃苑,6,3,315,女,没有
114092022162,王军,桃苑,6,3,315,女,没有
114092022027,李玲,桃苑,6,3,315,女,有
114092022063,易利,桃苑,6,3,315,女,没有
114042022173,李东,桃苑,6,3,316,女,没有
114042022156,郭玉兰,桃苑,6,3,316,女,有
114042022130,杨玉华,桃苑,6,3,316,女,有
114042022152,杨伟,桃苑,6,3,316,女,有
114102022116,秦刚,桃苑,6,3,317,女,有
114102022105,马秀荣,桃苑,6,3,317,女,有
114102022109,潘玉英,桃苑,6,3,317,女,没有
114102022106,王瑞,桃苑,6,3,317,女,没有
114072022081,刘畅,桃苑,6,3,318,女,有
114072022000,田琳,桃苑,6,3,318,女,没有
114072022036,郭秀华,桃苑,6,3,318,女,有
114072022084,兰荣,桃苑,6,3,318,女,有
114072022071,谢玉珍,桃苑,6,3,319,女,没有
114072022017,李秀兰,桃苑,6,3,319,女,有
114072022011,赵玉兰,桃苑,6,3,319,女,有
114072022053,刘坤,桃苑,6,3,319,女,没有
114042022094,刘琳,桃苑,6,3,320,女,有
114042022053,孙秀华,桃苑,6,3,320,女,没有
114042022117,迟斌,桃苑,6,3,320,女,没有
114042022110,郭桂芳,桃苑,6,3,320,女,有
114022022110,高建军,桃苑,6,3,321,女,有
114022022022,吴伟,桃苑,6,3,321,女,有
114022022188,胡凯,桃苑,6,3,321,女,没有
114022022113,冯淑兰,桃苑,6,3,321,女,有
114022022013,童博,桃苑,6,3,322,女,有
114022022022,陈瑞,桃苑,6,3,322,女,没有
114022022011,潘想,桃苑,6,3,322,女,没有
114022022194,柳斌,桃苑,6,3,322,女,有
114012022016,徐超,桃苑,6,3,323,女,没有
114012022028,张慧,桃苑,6,3,323,女,没有
114012022190,李涛,桃苑,6,3,323,女,有
114012022042,李桂兰,桃苑,6,3,323,女,没有
114042022013,郑东,桃苑,6,3,324,女,没有
114042022197,秦婷,桃苑,6,3,324,女,有
114042022061,莫柳,桃苑,6,3,324,女,有
114042022150,李桂芳,桃苑,6,3,324,女,有
114082022125,徐萍,桃苑,6,4,401,女,没有
114082022150,蔡帅,桃苑,6,4,401,女,没有
114082022197,易桂香,桃苑,6,4,401,女,有
114082022088,李秀荣,桃苑,6,4,401,女,有
114052022005,刘桂香,桃苑,6,4,402,女,没有
114052022141,戴秀芳,桃苑,6,4,402,女,没有
114052022175,周欣,桃苑,6,4,402,女,有
114052022193,苏超,桃苑,6,4,402,女,没有
114032022042,朱燕,桃苑,6,4,403,女,没有
114032022072,杨勇,桃苑,6,4,403,女,有
114032022181,曹雪梅,桃苑,6,4,403,女,没有
114032022080,袁勇,桃苑,6,4,403,女,没有
114042022004,王鹏,桃苑,6,4,404,女,有
114042022112,魏斌,桃苑,6,4,404,女,没有
114042022141,王丹丹,桃苑,6,4,404,女,有
114042022039,魏建平,桃苑,6,4,404,女,没有
114002022026,王鹏,桃苑,6,4,405,女,没有
114002022149,徐婷,桃苑,6,4,405,女,有
114002022171,廖丽娟,桃苑,6,4,405,女,没有
114002022027,黄敏,桃苑,6,4,405,女,没有
114022022019,蒋欢,桃苑,6,4,406,女,没有
114022022196,邬飞,桃苑,6,4,406,女,没有
114022022024,陈阳,桃苑,6,4,406,女,有
114022022123,饶凯,桃苑,6,4,406,女,有
114032022054,吴志强,桃苑,6,4,407,女,有
114032022116,董林,桃苑,6,4,407,女,有
114032022151,余芳,桃苑,6,4,407,女,没有
114032022132,魏峰,桃苑,6,4,407,女,没有
114032022068,林林,桃苑,6,4,408,女,有
114032022139,梁淑华,桃苑,6,4,408,女,没有
114032022030,高建军,桃苑,6,4,408,女,没有
114032022150,唐博,桃苑,6,4,408,女,没有
114092022099,邹婷婷,桃苑,6,4,409,女,有
114092022182,孙玉兰,桃苑,6,4,409,女,没有
114092022077,牟刚,桃苑,6,4,409,女,没有
114092022192,王淑华,桃苑,6,4,409,女,没有
114102022181,李玉兰,桃苑,6,4,410,女,没有
114102022047,马桂珍,桃苑,6,4,410,女,没有
114102022153,杨帆,桃苑,6,4,410,女,有
114102022118,解桂英,桃苑,6,4,410,女,有
114092022086,余荣,桃苑,6,4,411,女,有
114092022091,曹洋,桃苑,6,4,411,女,没有
114092022028,马颖,桃苑,6,4,411,女,有
114092022147,曹倩,桃苑,6,4,411,女,有
114092022012,张凤英,桃苑,6,4,412,女,有
114092022063,杨云,桃苑,6,4,412,女,有
114092022183,王玉英,桃苑,6,4,412,女,没有
114092022046,王玉梅,桃苑,6,4,412,女,没有
114032022152,张鑫,桃苑,6,4,413,女,有
114032022037,杜柳,桃苑,6,4,413,女,有
114032022036,王军,桃苑,6,4,413,女,没有
114032022151,周宁,桃苑,6,4,413,女,没有
114102022055,杨晨,桃苑,6,4,414,女,没有
114102022188,张兰英,桃苑,6,4,414,女,有
114102022067,陆桂芝,桃苑,6,4,414,女,有
114102022158,方佳,桃苑,6,4,414,女,没有
114072022188,文帆,桃苑,6,4,415,女,没有
114072022032,白莹,桃苑,6,4,415,女,有
114072022124,成涛,桃苑,6,4,415,女,有
114072022194,曾娟,桃苑,6,4,415,女,有
114002022189,王桂香,桃苑,6,4,416,女,有
114002022076,刘瑞,桃苑,6,4,416,女,没有
114002022121,潘萍,桃苑,6,4,416,女,有
114002022101,李秀云,桃苑,6,4,416,女,有
114042022001,王峰,桃苑,6,4,417,女,有
114042022105,王桂花,桃苑,6,4,417,女,没有
114042022155,王龙,桃苑,6,4,417,女,有
114042022011,郑文,桃苑,6,4,417,女,没有
114002022000,张勇,桃苑,6,4,418,女,有
114002022004,王敏,桃苑,6,4,418,女,有
114002022192,冯荣,桃苑,6,4,418,女,没有
114002022166,张桂英,桃苑,6,4,418,女,有
114032022048,方楠,桃苑,6,4,419,女,没有
114032022198,熊红梅,桃苑,6,4,419,女,有
114032022108,王柳,桃苑,6,4,419,女,有
114032022186,张兰英,桃苑,6,4,419,女,有
114032022172,张辉,桃苑,6,4,420,女,有
114032022049,张淑珍,桃苑,6,4,420,女,没有
114032022067,刘海燕,桃苑,6,4,420,女,没有
114032022068,阎秀兰,桃苑,6,4,420,女,有
114032022075,张超,桃苑,6,4,421,女,没有
114032022056,姜敏,桃苑,6,4,421,女,有
114032022191,郝坤,桃苑,6,4,421,女,有
114032022182,王淑珍,桃苑,6,4,421,女,有
114052022173,周阳,桃苑,6,4,422,女,有
114052022106,张梅,桃苑,6,4,422,女,没有
114052022073,朱东,桃苑,6,4,422,女,有
114052022056,刘宇,桃苑,6,4,422,女,有
114032022198,李雪梅,桃苑,6,4,423,女,有
114032022188,吴小红,桃苑,6,4,423,女,有
114032022082,黄娟,桃苑,6,4,423,女,没有
114032022104,祝凯,桃苑,6,4,423,女,有
114042022103,杨雪梅,桃苑,6,4,424,女,有
114042022074,李玉华,桃苑,6,4,424,女,有
114042022183,余亮,桃苑,6,4,424,女,没有
114042022098,陈婷婷,桃苑,6,4,424,女,没有
101032019187,兰晨,桃苑,7,1,101,女,没有
101032019129,徐凤兰,桃苑,7,1,101,女,有
101032019141,王宁,桃苑,7,1,101,女,没有
101032019137,田春梅,桃苑,7,1,101,女,没有
101002019196,李瑜,桃苑,7,1,102,女,没有
101002019083,张欢,桃苑,7,1,102,女,有
101002019085,朱慧,桃苑,7,1,102,女,有
101002019089,张林,桃苑,7,1,102,女,有
101092019118,李博,桃苑,7,1,103,女,有
101092019168,王淑珍,桃苑,7,1,103,女,有
101092019125,杨艳,桃苑,7,1,103,女,没有
101092019136,刘晨,桃苑,7,1,103,女,有
101102019134,王明,桃苑,7,1,104,女,有
101102019116,徐艳,桃苑,7,1,104,女,没有
101102019196,杨林,桃苑,7,1,104,女,没有
101102019033,韩伟,桃苑,7,1,104,女,没有
101022019145,萧芳,桃苑,7,1,105,女,没有
101022019166,钟楠,桃苑,7,1,105,女,有
101022019018,程建,桃苑,7,1,105,女,有
101022019069,王淑英,桃苑,7,1,105,女,有
101032019050,张兵,桃苑,7,1,106,女,没有
101032019104,黄玉英,桃苑,7,1,106,女,没有
101032019026,姚桂荣,桃苑,7,1,106,女,没有
101032019157,刘璐,桃苑,7,1,106,女,没有
101072019135,赵兵,桃苑,7,1,107,女,没有
101072019124,凌玉华,桃苑,7,1,107,女,没有
101072019004,花勇,桃苑,7,1,107,女,没有
101072019163,罗明,桃苑,7,1,107,女,没有
101082019132,吴玉英,桃苑,7,1,108,女,没有
101082019087,杨婷,桃苑,7,1,108,女,没有
101082019034,严帆,桃苑,7,1,108,女,没有
101082019099,钱军,桃苑,7,1,108,女,没有
101072019195,吴建华,桃苑,7,1,109,女,没有
101072019148,胡亮,桃苑,7,1,109,女,有
101072019011,孔玉梅,桃苑,7,1,109,女,没有
101072019088,冯英,桃苑,7,1,109,女,没有
101072019020,孙华,桃苑,7,1,110,女,有
101072019148,关雪梅,桃苑,7,1,110,女,没有
101072019046,柯帅,桃苑,7,1,110,女,没有
101072019139,华雪,桃苑,7,1,110,女,有
101002019135,李飞,桃苑,7,1,111,女,有
101002019145,唐璐,桃苑,7,1,111,女,有
101002019021,赵军,桃苑,7,1,111,女,没有
101002019183,石佳,桃苑,7,1,111,女,有
101002019003,李欢,桃苑,7,1,112,女,没有
101002019112,王阳,桃苑,7,1,112,女,有
101002019100,王秀兰,桃苑,7,1,112,女,有
101002019084,孙荣,桃苑,7,1,112,女,有
101012019002,许坤,桃苑,7,1,113,女,没有
101012019184,周岩,桃苑,7,1,113,女,没有
101012019002,李文,桃苑,7,1,113,女,没有
101012019070,张健,桃苑,7,1,113,女,没有
101022019128,党欢,桃苑,7,1,114,女,有
101022019179,成峰,桃苑,7,1,114,女,没有
101022019039,杨晨,桃苑,7,1,114,女,没有
101022019063,刘桂芳,桃苑,7,1,114,女,没有
101042019164,王婷婷,桃苑,7,1,115,女,有
101042019133,黄晨,桃苑,7,1,115,女,有
101042019137,夏佳,桃苑,7,1,115,女,有
101042019087,张萍,桃苑,7,1,115,女,没有
101032019092,陈建,桃苑,7,1,116,女,没有
101032019013,向瑜,桃苑,7,1,116,女,有
101032019132,周秀兰,桃苑,7,1,116,女,有
101032019077,黄鹏,桃苑,7,1,116,女,没有
101012019181,王平,桃苑,7,1,117,女,没有
101012019189,张彬,桃苑,7,1,117,女,有
101012019183,张超,桃苑,7,1,117,女,没有
101012019044,门勇,桃苑,7,1,117,女,有
101042019053,邹俊,桃苑,7,1,118,女,有
101042019082,张峰,桃苑,7,1,118,女,有
101042019011,熊琴,桃苑,7,1,118,女,没有
101042019043,陈桂英,桃苑,7,1,118,女,没有
101042019024,温平,桃苑,7,1,119,女,没有
101042019035,蔡玉梅,桃苑,7,1,119,女,有
101042019108,覃文,桃苑,7,1,119,女,有
101042019049,厉坤,桃苑,7,1,119,女,有
101072019099,李鹏,桃苑,7,1,120,女,没有
101072019008,江帅,桃苑,7,1,120,女,没有
101072019007,陈桂英,桃苑,7,1,120,女,有
101072019098,周瑞,桃苑,7,1,120,女,有
101092019098,罗荣,桃苑,7,1,121,女,没有
101092019136,朱小红,桃苑,7,1,121,女,有
101092019141,刘鑫,桃苑,7,1,121,女,没有
101092019065,王欢,桃苑,7,1,121,女,没有
101072019005,孟波,桃苑,7,1,122,女,有
101072019023,李晨,桃苑,7,1,122,女,有
101072019048,黄玉兰,桃苑,7,1,122,女,没有
101072019121,史莹,桃苑,7,1,122,女,有
101082019139,傅玉珍,桃苑,7,1,123,女,没有
101082019124,黄华,桃苑,7,1,123,女,有
101082019031,卢强,桃苑,7,1,123,女,没有
101082019192,刘强,桃苑,7,1,123,女,有
101072019038,何桂香,桃苑,7,1,124,女,有
101072019030,王欢,桃苑,7,1,124,女,有
101072019008,陈丽丽,桃苑,7,1,124,女,没有
101072019064,刘涛,桃苑,7,1,124,女,有
101012020199,黄建,桃苑,7,2,201,男,没有
101012020024,杨颖,桃苑,7,2,201,男,没有
101012020143,蔡鹏,桃苑,7,2,201,男,没有
101012020132,许梅,桃苑,7,2,201,男,没有
101032020017,孙宁,桃苑,7,2,202,男,有
101032020030,陈玉英,桃苑,7,2,202,男,有
101032020107,吴丽娟,桃苑,7,2,202,男,有
101032020080,路洋,桃苑,7,2,202,男,有
101062020178,高军,桃苑,7,2,203,男,有
101062020014,杨鹏,桃苑,7,2,203,男,没有
101062020056,陈健,桃苑,7,2,203,男,没有
101062020072,甘红霞,桃苑,7,2,203,男,没有
101022020116,葛健,桃苑,7,2,204,男,没有
101022020065,陆梅,桃苑,7,2,204,男,有
101022020074,郭红,桃苑,7,2,204,男,没有
101022020136,罗建平,桃苑,7,2,204,男,没有
101092020082,张丹,桃苑,7,2,205,男,有
101092020091,胡敏,桃苑,7,2,205,男,没有
101092020092,邢莹,桃苑,7,2,205,男,没有
101092020109,何燕,桃苑,7,2,205,男,没有
101102020102,钱瑜,桃苑,7,2,206,男,没有
101102020182,张小红,桃苑,7,2,206,男,有
101102020192,束瑜,桃苑,7,2,206,男,有
101102020049,罗艳,桃苑,7,2,206,男,有
101102020101,卢宇,桃苑,7,2,207,男,没有
101102020053,刘莹,桃苑,7,2,207,男,没有
101102020179,汤东,桃苑,7,2,207,男,有
101102020092,张淑英,桃苑,7,2,207,男,没有
101022020036,李丽娟,桃苑,7,2,208,男,没有
101022020021,赵玉兰,桃苑,7,2,208,男,没有
101022020074,周鑫,桃苑,7,2,208,男,没有
101022020035,周帅,桃苑,7,2,208,男,没有
101082020195,冉晶,桃苑,7,2,209,男,没有
101082020107,赵强,桃苑,7,2,209,男,没有
101082020023,傅雪,桃苑,7,2,209,男,有
101082020020,程荣,桃苑,7,2,209,男,没有
101092020051,何秀华,桃苑,7,2,210,男,没有
101092020068,姚艳,桃苑,7,2,210,男,没有
